"HTS Number","COMMODITIES","IMPORT"
"38249925","Mixtures of triphenyl sulfonium chloride, diphenyl (4-phenylthio)phenyl sulfonium chloride & (thiodi-4,1- phenylene)bis(diphenyl sulfonium) dichloride","762,550"
"38249926","Benzene,2,4-Diisocyanate-1,3,5-tris-(1-methylethyl)","2,133,139"
"38249928","Mixtures containing 5% or more by weight of one or more aromatic or modified aromatic substance, nesoi","54,482,402"
"38249935","Mixtures of tungsten","4,159"
"38249936","Mixture of vanadium","498,701"
"38249939","Mixtures of two or more inorganic compounds, nesoi","112,356,984"
"38249941","Mixtures of fatty substances of animal or vegetable origin and mixtures thereof","5,422,538"
"38249948","Mixtures that are in whole or in part of hydrocarbons derived in whole or in part from petroleum, shale oil or natural gas","727,523"
"38249950","Mixtures chlorinated but not otherwise halogenated","1,396,733"
"38249955","Mixtures of halogenated hydrocarbons, nesoi","1,582,112"
"38249970","Mixtures of dibromoneopentyl gylcol;polydibromophenylene oxide;tetrabromobisphenol-A-carbonate oligomers;electroplating chemical and electroless","2,119,602"
"38249975","Mixtures of naphthenic acids, their water-insoluble salts and their esthers","427,270"
"38249992","Chemical products and preparations and residual products of the chemical or allied industries, nesoi","113,652,052"
"38254900","Waste organic solvents, other than halogenated","13,651"
"38256100","Other wastes from the chemical or allied industries mainly containing organic constituents","195,460"
"38259000","Residual products of the chemical or allied industries, nesoi; other wastes, nesoi, specified in note 6 to chapter 38","6,717,467"
"38260010","Biodiesel not containing petroleum or bituminous oil","35,653"
"39014000","Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","41,784"
"39059930","Polyvinyl carbazole (including adjuvants)","34,362"
"39093100","Poly(methylene phenyl isocyanate) (crude MDI, polymeric MDI)","217,967,693"
"39093900","Amino-resins, nesoi","1,402,272"
"39121100","Cellulose acetates, nesoi, in primary forms, nonplasticized","2,475,435"
"39123100","Carboxymethylcellulose and its salts","16,257,915"
"39139020","Polysaccharides and their derivatives, nesoi, in primary forms","78,890,350"
"39151000","Waste, parings and scraps, of polymers of ethylene","2,743,312"
"39152000","Waste, parings and scrap, of polymers of styrene","248,909"
"39153000","Waste, parings and scrap, of polymers of vinyl chloride","165,195"
"39159000","Waste, parings and scrap, of plastics, nesoi","8,241,685"
"39169020","Monofilament racket strings of plastics of which any cross-sectional dimension exceeds 1 mm","555,386"
"39171010","Artificial guts (sausage casings) of cellulosic plastics materials","327,383"
"39171060","Artificial guts (sausage casings) of collagen","487,198"
"39171090","Artificial guts (sausage casings) of hardened protein, nesoi","80,510"
"39173300","Flexible plastic tubes, pipes and hoses, nesoi, with fittings, not reinforced or otherwise combined with other materials","60,883,457"
"39173900","Flexible plastic tubes, pipes and hoses, nesoi","248,682,305"
"39181010","Vinyl tile floor coverings","1,675,169,924"
"39181020","Vinyl flooring, excluding vinyl tile","137,797,675"
"39181031","Wall or ceiling coverings, with a backing of manmade fibers, greater than 70% by weight of PVC","307,747"
"39181040","Wall or ceiling coverings of polymers of vinyl chloride with a backing of textile fibers other than of manmade fibers","65,688"
"39181050","Wall or ceiling coverings of polymers of vinyl chloride, without a backing of textile fibers","14,520,582"
"39189010","Floor coverings of plastics, other than of polymers of vinyl chloride, nesoi","43,825,387"
"39189020","Wall or ceiling coverings, with a backing of manmade fibers, of plastics other than polymers of vinyl chloride","154,102"
"39189030","Wall or ceiling coverings of plastics other than of polymers of vinyl chloride with a backing of textile fibers other than of manmade fiber","32,338"
"39189050","Wall or ceiling coverings of plastics other than vinyl chloride, without a backing of textile fibers","5,075,084"
"39229000","Bidets, lavatory pans, flushing cisterns and similar sanitary ware nesoi, of plastics","39,902,131"
"39231020","Boxes and similar articles for the conveyance or packing of semiconductor wafers, masks or reticules of subheadings 3923.10 or 8485.90","14,903,900"
"39231090","Other boxes, cases, crates and similar articles for the conveyance or packing of goods, of plastics","262,272,190"
"39232100","Sacks and bags (including cones) for the conveyance or packing of goods, of polymers of ethylene","817,300,506"
"39232900","Sacks and bags (including cones) for the conveyance or packing of goods, of plastics other than polymers of ethylene","248,017,326"
"39233000","Carboys, bottles, flasks and similar articles for the conveyance or packing of goods, of plastics","322,738,260"
"39234000","Spools, cops, bobbins and similar supports, of plastics","5,486,545"
"39235000","Stoppers, lids, caps and other closures, of plastics","281,715,814"
"39239000","Articles nesoi, for the conveyance or packing of goods, of plastics","508,592,455"
"39251000","Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 liters, of plastics","511,863"
"39259000","Builders' ware of plastics, nesoi","163,416,718"
"39262010","Gloves, seamless, of plastics","738,158,240"
"39262020","Baseball and softball gloves and mitts, of plastics","5,742,027"
"39262030","Gloves specially designed for use in sports, nesoi, of plastics","11,760,783"
"39262040","Gloves, nesoi, of plastics","54,302,880"
"39262060","Plastic rainwear, incl jackets, coats, ponchos, parkas & slickers, w/ outer shell PVC and w/wo attached hoods, val not over $10 per unit","29,936,749"
"39262090","Articles of apparel & clothing accessories, of plastic, nesoi","242,021,920"
"39269030","Parts for yachts or pleasure boats of heading 8903 and watercraft not used with motors or sails, of plastics","22,784,004"
"39269045","Gaskets, washers and other seals, of plastics","59,680,251"
"39269055","V-belts of plastics, containing textile fibers","300,379"
"39269056","Belting and belts (except V-belts) for machinery, of plastics, containing predominately vegetable fibers","576,673"
"39269057","Belting and belts (except V-belts) for machinery, of plastics, containing predominately man-made fibers","277,908"
"39269059","Belting and belts (except V-belts) for machinery, of plastics, containing textile fibers nesoi","1,332,390"
"39269060","Belting and belts (except V-belts) for machinery, of plastics, not containing textile fibers","7,401,842"
"39269083","Empty cartridges and cassettes for typewriter and machine ribbons, of plastics","65,201"
"39269087","Flexible document binders with tabs, rolled or flat, of plastics","2,587,881"
"39269094","Cards, not punched, suit. for jacquard cards; jacquard cards & jacquard heads for power-driven weaving mach, etc;& trans sheet plast 30%lead","2,773,936"
"39269096","Casing for bicycle derailleur cable;and casing for cable or inner wire for caliper and cantilever bake,whether or not cut length; of plastic","807,076"
"40011000","Natural rubber latex, whether or not prevulcanized","33,425"
"40012100","Natural rubber smoked sheets","13,437"
"40012200","Technically specified natural rubber (TSNR), in primary forms","61,459"
"40012900","Natural rubber in primary forms other than latex, smoked sheets or technically specified natural rubber (TSNR)","111,112"
"40013000","Balata, gutta-percha, guayule, chicle and similar natural rubber gums, in primary forms","3,580"
"40021100","Styrene-butadiene rubber (SBR) or carboxylated styrene-butadiene rubber (XSBR), latex, in primary forms or in plates, sheets or strip","146,937"
"40021900","Styrene-butadiene rubber (SBR), carboxylated styrene-butadiene rubber (XSBR), except latex, in primary forms or in plates, sheets or strip","23,572,755"
"40022000","Butadiene rubber (BR), in primary forms or in plates, sheets or strip","340,641"
"40023100","Isobutene-isoprene (butyl) rubber (IIR), in primary forms or in plates, sheets or strip","693,136"
"40023900","Halo-isobutene-isoprene rubber (CIIR or BIIR), in primary forms or in plates, sheets or strip","390,839"
"40024100","Chloroprene (chlorobutadiene) rubber (CR), latex, in primary forms or in plates, sheets or strip","854,323"
"40024900","Chloroprene (chlorobutadiene) rubber (CR), other than latex, in primary forms or in plates, sheets or strip","1,333,289"
"40025100","Acrylonitrile-butadiene rubber (NBR), latex, in primary forms or in plates, sheets or strip","3,355"
"40025900","Acrylonitrile-butadiene rubber (NBR), other than latex, in primary forms or in plates, sheets or strip","1,563,159"
"40026000","Isoprene rubber (IR), in primary forms or in plates, sheets or strip","28,134"
"40027000","Ethylene-propylene-nonconjugated diene rubber (EPDM), in primary forms or in plates, sheets or strip","1,894,242"
"40028000","Mixtures of natural rubber gums with synthetic rubber, in primary forms or in plates, sheets or strip","1,500"
"40029100","Synthetic rubber and factice derived from oils, in latex form, in primary forms or in plates, sheets or strip, nesoi","1,350,517"
"40029900","Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip, nesoi","11,791,730"
"40030000","Reclaimed rubber in primary forms or in plates, sheets or strip","6,718,316"
"40040000","Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom","1,903,338"
"40051000","Rubber, unvulcanized, compounded with carbon black or silica, in primary forms or in plates, sheets or strip","3,319,424"
"40052000","Solutions and dispersions of rubber, unvulcanized, compounded with other than carbon black or silica","591,782"
"40059100","Compounded rubber, unvulcanized, in plates, sheets and strip","817,481"
"40059900","Compounded rubber, unvulcanized, in primary forms, nesoi","6,201,548"
"40069010","Rods, tubes, profile shapes, discs, rings, and similar articles, of natural, unvulcanized rubber","2,631,324"
"40069050","Rods, tubes, profile shapes, discs, rings, and similar articles, of synthetic unvulcanized rubber","2,378,762"
